Bloom_Index,Rolling_Chlorophyll_Anomaly,Rolling_SST_Anomaly,Surface_Chlorophyll,Sea_Surface_Temperature,Dissolved_Oxygen,pH,Total_Nitrogen,Total_Phosphorus,Chl_SST_Interaction,Nutrient_Interaction,High_Chlorophyll,High_SST,HAB_Present
-0.685282774390919,-0.0094876137801209,0.1782714451055116,0.3104738707794962,0.5234275458159781,-0.2245539114194662,-1.4764851739331089,0.000675364874555,0.2758462466167434,0.1625105762220987,0.0001862968657428,0,0,0
1.57611510430398,2.540951361958576,1.1296633540375207,0.3417072668727388,-0.3296720529835029,-1.3258184807412687,1.214422362966032,-1.0287661543281514,-1.1964115972509402,-0.1126513361893175,1.230827757897451,0,0,1
-0.7073476384692633,-1.4528314046532516,0.6894133775251993,0.7847496705341239,-0.4762889156051728,2.3708778308497047,0.3867683474195578,-0.249151193427595,0.8068492987575993,-0.3737675696002145,-0.201027465701674,0,0,0
0.4636049911320086,-0.3816871437334409,1.293020728732785,-0.4096683903535487,0.6541501840015732,0.5016281277385918,-1.2322813453059662,-0.6125725795357655,-0.2655183655410254,-0.2679846529294022,0.1626492700935862,0,0,0
1.0763721734870424,-2.0033794016125053,1.2230243103773508,-2.2274977191228778,1.460769364578632,0.9331694760377726,0.3744953113704198,-0.6722604976134599,-2.3488369290778577,-3.253860427763478,1.5790302827547515,0,0,0
-0.4869008481285874,-0.8254854497469177,-1.6696036521732185,0.7847496705341239,-0.5795770545367842,1.5348193605001077,0.9071526304775748,2.278694490645875,-1.019999106915624,-0.4548229025968793,-2.324266345392345,0,0,0
-2.0595776297786594,-2.322491289768907,1.9450222638882235,0.6566865858731946,0.5219700004502399,-0.1033603575397499,0.5362356066545378,-0.4330466908189922,1.4639530088110075,0.3427706975238979,-0.6339600059801138,0,0,0
0.3964894514762121,-0.3274388757605971,1.2940360695377544,-0.4355843118075781,0.6503832096664405,0.4321677429381049,-1.2640813829275095,-0.5658851167573743,-0.2838229343097642,-0.2832967227937603,0.1606111743203015,0,0,0
-0.5043457439908384,-0.8367975220400399,-1.6827629240793498,0.7847496705341239,-0.5650922852630148,1.5149370808895717,0.9077270929240918,2.2892418219294504,-1.0074802975427366,-0.443455984681526,-2.306366031904759,0,0,0
-0.4811216343538724,-0.8300498449354102,-1.669914138110485,0.7847496705341239,-0.5543434377930193,1.5031279490674203,0.8902146445887826,2.247629990194973,-0.9850530222476266,-0.4350208301708255,-2.214034714735962,0,0,0
